disc_index,point_index,base_timeout_detected,base_evaluation_timeout_count,base_evaluation_timeout_speeds_m_per_s_json,accepted_max_simulation_time_s,accepted_time_step_s,accepted_trapped_velocity_lower_m_per_s,accepted_untrapped_velocity_upper_m_per_s,accepted_lower_classification,accepted_upper_classification,base_capture_velocity_m_per_s,coarse_capture_velocity_m_per_s,fine_capture_velocity_m_per_s,coarse_lower_classification,coarse_upper_classification,fine_lower_classification,fine_upper_classification,timeout_node_coarse_results_json,timeout_node_fine_results_json,coarse_evaluation_timeout_count,coarse_evaluation_timeout_speeds_m_per_s_json,fine_evaluation_timeout_count,fine_evaluation_timeout_speeds_m_per_s_json,timeout_resolution_status,timeout_resolution_reason,zero_threshold_audit_status,zero_threshold_audit_reason,velocity_resolved_override
5,2,True,1,[0.0],0.2,2.5e-06,0.75,1.0,two_core_entries,escaped,0.0,0.75,0.75,two_core_entries,two_core_entries,two_core_entries,two_core_entries,[],[],0,[],0,[],zero_threshold_grid_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,grid_resolved_capture,dual-timestep direct grid recovered a contiguous zero-origin capture boundary,False
5,3,True,2,"[0.0,0.25]",0.2,2.5e-06,0.5,0.75,two_core_entries,escaped,0.0,0.5,0.5,bounded_core_residence,two_core_entries,bounded_core_residence,two_core_entries,[],[],0,[],0,[],zero_threshold_grid_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,grid_resolved_capture,dual-timestep direct grid recovered a contiguous zero-origin capture boundary,False
5,4,True,2,"[0.0,0.25]",0.2,2.5e-06,0.5,0.75,two_core_entries,escaped,0.0,0.5,0.5,two_core_entries,bounded_core_residence,two_core_entries,bounded_core_residence,[],[],0,[],0,[],zero_threshold_grid_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,grid_resolved_capture,dual-timestep direct grid recovered a contiguous zero-origin capture boundary,False
5,5,True,2,"[0.0,0.25]",0.2,2.5e-06,0.75,1.0,two_core_entries,escaped,0.0,0.75,0.75,bounded_core_residence,two_core_entries,bounded_core_residence,two_core_entries,[],[],0,[],0,[],zero_threshold_grid_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,grid_resolved_capture,dual-timestep direct grid recovered a contiguous zero-origin capture boundary,False
5,6,True,2,"[0.0,0.25]",0.2,2.5e-06,0.75,1.0,two_core_entries,escaped,0.0,0.75,0.75,two_core_entries,two_core_entries,two_core_entries,two_core_entries,[],[],0,[],0,[],zero_threshold_grid_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,grid_resolved_capture,dual-timestep direct grid recovered a contiguous zero-origin capture boundary,False
5,7,True,2,"[0.0,0.25]",0.2,2.5e-06,0.25,0.5,bounded_core_residence,escaped,0.0,0.25,0.25,two_core_entries,bounded_core_residence,two_core_entries,bounded_core_residence,[],[],0,[],0,[],zero_threshold_grid_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,grid_resolved_capture,dual-timestep direct grid recovered a contiguous zero-origin capture boundary,False
5,8,True,2,"[0.0,0.25]",0.2,2.5e-06,0.0,1.0,escaped,escaped,0.0,0.0,0.0,escaped,two_core_entries,escaped,two_core_entries,[],[],0,[],0,[],zero_threshold_velocity_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,velocity_resolved_capture,nonmonotone finite-speed capture retained as a direct boolean mask,True
5,9,True,2,"[0.0,0.25]",0.2,2.5e-06,1.0,1.25,two_core_entries,escaped,0.0,1.0,1.0,two_core_entries,two_core_entries,two_core_entries,two_core_entries,[],[],0,[],0,[],zero_threshold_grid_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,grid_resolved_capture,dual-timestep direct grid recovered a contiguous zero-origin capture boundary,False
5,10,True,3,"[0.6201171875,0.625,0.927734375]",0.2,2.5e-06,0.7763671875,0.927734375,two_core_entries,escaped,0.46630859375,0.7763671875,0.7763671875,two_core_entries,escaped,two_core_entries,escaped,"[{""speed_m_per_s"":0.6201171875,""trapped"":true,""termination_reason"":""two_core_entries""},{""speed_m_per_s"":0.625,""trapped"":true,""termination_reason"":""two_core_entries""},{""speed_m_per_s"":0.927734375,""trapped"":false,""termination_reason"":""escaped""}]","[{""speed_m_per_s"":0.6201171875,""trapped"":true,""termination_reason"":""two_core_entries""},{""speed_m_per_s"":0.625,""trapped"":true,""termination_reason"":""two_core_entries""},{""speed_m_per_s"":0.927734375,""trapped"":false,""termination_reason"":""escaped""}]",0,[],0,[],dual_step_research_recovered_boundary,targeted timeout-node or endpoint evidence changed or remained non-definitive; complete timeout-free 200 ms coarse/fine searches recovered compatible brackets,not_applicable,positive scalar capture threshold,False
5,11,True,2,"[0.0,0.25]",0.2,2.5e-06,1.0,1.25,bounded_core_residence,escaped,0.0,1.0,1.0,bounded_core_residence,bounded_core_residence,bounded_core_residence,bounded_core_residence,[],[],0,[],0,[],zero_threshold_grid_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,grid_resolved_capture,dual-timestep direct grid recovered a contiguous zero-origin capture boundary,False
5,12,True,2,"[0.0,0.25]",0.2,2.5e-06,0.75,1.0,two_core_entries,escaped,0.0,0.75,0.75,two_core_entries,two_core_entries,two_core_entries,two_core_entries,[],[],0,[],0,[],zero_threshold_grid_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,grid_resolved_capture,dual-timestep direct grid recovered a contiguous zero-origin capture boundary,False
5,13,True,2,"[0.0,0.25]",0.2,2.5e-06,0.75,1.0,two_core_entries,escaped,0.0,0.75,0.75,two_core_entries,bounded_core_residence,two_core_entries,bounded_core_residence,[],[],0,[],0,[],zero_threshold_grid_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,grid_resolved_capture,dual-timestep direct grid recovered a contiguous zero-origin capture boundary,False
5,14,True,2,"[0.0,0.25]",0.2,2.5e-06,0.0,0.25,bounded_core_residence,escaped,0.0,0.0,0.0,bounded_core_residence,escaped,bounded_core_residence,escaped,[],[],0,[],0,[],zero_threshold_grid_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,grid_resolved_capture,dual-timestep direct grid recovered a contiguous zero-origin capture boundary,False
5,15,True,2,"[0.0,0.25]",0.2,2.5e-06,0.0,1.25,escaped,escaped,0.0,0.0,0.0,escaped,two_core_entries,escaped,two_core_entries,[],[],0,[],0,[],zero_threshold_velocity_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,velocity_resolved_capture,nonmonotone finite-speed capture retained as a direct boolean mask,True
5,16,True,2,"[0.0,0.25]",0.2,2.5e-06,1.0,1.25,two_core_entries,escaped,0.0,1.0,1.0,bounded_core_residence,two_core_entries,bounded_core_residence,two_core_entries,[],[],0,[],0,[],zero_threshold_grid_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,grid_resolved_capture,dual-timestep direct grid recovered a contiguous zero-origin capture boundary,False
5,17,True,2,"[0.0,0.25]",0.2,2.5e-06,0.5,0.75,two_core_entries,escaped,0.0,0.5,0.5,bounded_core_residence,two_core_entries,bounded_core_residence,two_core_entries,[],[],0,[],0,[],zero_threshold_grid_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,grid_resolved_capture,dual-timestep direct grid recovered a contiguous zero-origin capture boundary,False
5,18,True,2,"[0.0,0.25]",0.2,2.5e-06,0.75,1.0,two_core_entries,escaped,0.0,0.75,0.75,bounded_core_residence,two_core_entries,bounded_core_residence,two_core_entries,[],[],0,[],0,[],zero_threshold_grid_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,grid_resolved_capture,dual-timestep direct grid recovered a contiguous zero-origin capture boundary,False
5,19,True,2,"[0.0,0.25]",0.2,2.5e-06,1.0,1.25,bounded_core_residence,escaped,0.0,1.0,1.0,bounded_core_residence,two_core_entries,bounded_core_residence,two_core_entries,[],[],0,[],0,[],zero_threshold_grid_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,grid_resolved_capture,dual-timestep direct grid recovered a contiguous zero-origin capture boundary,False
5,20,True,2,"[0.0,0.25]",0.2,2.5e-06,0.75,1.0,two_core_entries,escaped,0.0,0.75,0.75,two_core_entries,two_core_entries,two_core_entries,two_core_entries,[],[],0,[],0,[],zero_threshold_grid_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,grid_resolved_capture,dual-timestep direct grid recovered a contiguous zero-origin capture boundary,False
5,21,True,2,"[0.0,0.25]",0.2,2.5e-06,0.75,1.0,two_core_entries,escaped,0.0,0.75,0.75,two_core_entries,two_core_entries,two_core_entries,two_core_entries,[],[],0,[],0,[],zero_threshold_grid_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,grid_resolved_capture,dual-timestep direct grid recovered a contiguous zero-origin capture boundary,False
5,22,True,2,"[0.0,0.25]",0.2,2.5e-06,0.75,1.0,bounded_core_residence,escaped,0.0,0.75,0.75,two_core_entries,bounded_core_residence,two_core_entries,bounded_core_residence,[],[],0,[],0,[],zero_threshold_grid_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,grid_resolved_capture,dual-timestep direct grid recovered a contiguous zero-origin capture boundary,False
5,23,True,2,"[0.0,0.25]",0.2,2.5e-06,1.0,1.25,bounded_core_residence,escaped,0.0,1.0,1.0,bounded_core_residence,bounded_core_residence,bounded_core_residence,bounded_core_residence,[],[],0,[],0,[],zero_threshold_grid_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,grid_resolved_capture,dual-timestep direct grid recovered a contiguous zero-origin capture boundary,False
5,24,True,2,"[0.0,0.25]",0.2,2.5e-06,1.0,1.25,two_core_entries,escaped,0.0,1.0,1.0,bounded_core_residence,bounded_core_residence,bounded_core_residence,bounded_core_residence,[],[],0,[],0,[],zero_threshold_grid_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,grid_resolved_capture,dual-timestep direct grid recovered a contiguous zero-origin capture boundary,False
6,0,True,2,"[0.0,0.25]",0.2,2.5e-06,0.75,1.0,two_core_entries,escaped,0.0,0.75,0.75,two_core_entries,bounded_core_residence,two_core_entries,bounded_core_residence,[],[],0,[],0,[],zero_threshold_grid_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,grid_resolved_capture,dual-timestep direct grid recovered a contiguous zero-origin capture boundary,False
6,1,True,2,"[0.0,0.25]",0.2,2.5e-06,1.5,1.75,two_core_entries,escaped,0.0,1.5,1.5,bounded_core_residence,bounded_core_residence,bounded_core_residence,bounded_core_residence,[],[],0,[],0,[],zero_threshold_grid_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,grid_resolved_capture,dual-timestep direct grid recovered a contiguous zero-origin capture boundary,False
6,2,True,2,"[0.0,0.25]",0.2,2.5e-06,0.0,0.75,escaped,escaped,0.0,0.0,0.0,escaped,two_core_entries,escaped,two_core_entries,[],[],0,[],0,[],zero_threshold_velocity_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,velocity_resolved_capture,nonmonotone finite-speed capture retained as a direct boolean mask,True
6,3,True,2,"[0.0,0.25]",0.2,2.5e-06,0.75,1.0,two_core_entries,escaped,0.0,0.75,0.75,two_core_entries,bounded_core_residence,two_core_entries,bounded_core_residence,[],[],0,[],0,[],zero_threshold_velocity_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,velocity_resolved_capture,dual-timestep direct grid recovered the zero-origin capture boundary and retained later nonmonotone capture as a boolean mask,True
6,4,True,2,"[0.0,0.25]",0.2,2.5e-06,0.0,1.0,escaped,escaped,0.0,0.0,0.0,escaped,two_core_entries,escaped,two_core_entries,[],[],0,[],0,[],zero_threshold_velocity_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,velocity_resolved_capture,nonmonotone finite-speed capture retained as a direct boolean mask,True
6,5,True,2,"[0.0,0.25]",0.2,2.5e-06,0.0,0.75,escaped,escaped,0.0,0.0,0.0,escaped,two_core_entries,escaped,two_core_entries,[],[],0,[],0,[],zero_threshold_velocity_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,velocity_resolved_capture,nonmonotone finite-speed capture retained as a direct boolean mask,True
6,6,True,2,"[0.0,0.25]",0.2,2.5e-06,1.25,1.5,two_core_entries,escaped,0.0,1.25,1.25,two_core_entries,two_core_entries,two_core_entries,two_core_entries,[],[],0,[],0,[],zero_threshold_grid_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,grid_resolved_capture,dual-timestep direct grid recovered a contiguous zero-origin capture boundary,False
6,7,True,2,"[0.0,0.25]",0.2,2.5e-06,1.25,1.5,two_core_entries,escaped,0.0,1.25,1.25,bounded_core_residence,bounded_core_residence,bounded_core_residence,bounded_core_residence,[],[],0,[],0,[],zero_threshold_grid_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,grid_resolved_capture,dual-timestep direct grid recovered a contiguous zero-origin capture boundary,False
6,8,True,2,"[0.0,0.25]",0.2,2.5e-06,1.25,1.5,two_core_entries,escaped,0.0,1.25,1.25,two_core_entries,two_core_entries,two_core_entries,two_core_entries,[],[],0,[],0,[],zero_threshold_grid_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,grid_resolved_capture,dual-timestep direct grid recovered a contiguous zero-origin capture boundary,False
6,9,True,2,"[0.0,0.25]",0.2,2.5e-06,0.0,1.0,escaped,escaped,0.0,0.0,0.0,escaped,two_core_entries,escaped,two_core_entries,[],[],0,[],0,[],zero_threshold_velocity_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,velocity_resolved_capture,nonmonotone finite-speed capture retained as a direct boolean mask,True
6,10,True,2,"[0.0,0.25]",0.2,2.5e-06,1.0,1.25,two_core_entries,escaped,0.0,1.0,1.0,two_core_entries,two_core_entries,two_core_entries,two_core_entries,[],[],0,[],0,[],zero_threshold_grid_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,grid_resolved_capture,dual-timestep direct grid recovered a contiguous zero-origin capture boundary,False
6,11,True,2,"[0.0,0.25]",0.2,2.5e-06,1.5,1.75,bounded_core_residence,escaped,0.0,1.5,1.5,bounded_core_residence,bounded_core_residence,bounded_core_residence,bounded_core_residence,[],[],0,[],0,[],zero_threshold_grid_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,grid_resolved_capture,dual-timestep direct grid recovered a contiguous zero-origin capture boundary,False
6,12,True,2,"[0.0,0.25]",0.2,2.5e-06,0.0,1.0,escaped,escaped,0.0,0.0,0.0,escaped,two_core_entries,escaped,two_core_entries,[],[],0,[],0,[],zero_threshold_velocity_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,velocity_resolved_capture,nonmonotone finite-speed capture retained as a direct boolean mask,True
6,13,True,2,"[0.0,0.25]",0.2,2.5e-06,0.0,0.75,escaped,escaped,0.0,0.0,0.0,escaped,bounded_core_residence,escaped,bounded_core_residence,[],[],0,[],0,[],zero_threshold_velocity_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,velocity_resolved_capture,nonmonotone finite-speed capture retained as a direct boolean mask,True
6,14,True,1,[0.0],0.2,2.5e-06,1.0,1.25,two_core_entries,escaped,0.0,1.0,1.0,two_core_entries,two_core_entries,two_core_entries,two_core_entries,[],[],0,[],0,[],zero_threshold_grid_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,grid_resolved_capture,dual-timestep direct grid recovered a contiguous zero-origin capture boundary,False
6,15,True,2,"[0.0,0.25]",0.2,2.5e-06,0.5,0.75,bounded_core_residence,escaped,0.0,0.5,0.5,two_core_entries,bounded_core_residence,two_core_entries,bounded_core_residence,[],[],0,[],0,[],zero_threshold_grid_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,grid_resolved_capture,dual-timestep direct grid recovered a contiguous zero-origin capture boundary,False
6,16,True,2,"[0.0,0.25]",0.2,2.5e-06,1.25,1.5,two_core_entries,escaped,0.0,1.25,1.25,two_core_entries,two_core_entries,two_core_entries,two_core_entries,[],[],0,[],0,[],zero_threshold_grid_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,grid_resolved_capture,dual-timestep direct grid recovered a contiguous zero-origin capture boundary,False
6,17,True,2,"[0.0,0.25]",0.2,2.5e-06,0.0,0.75,escaped,escaped,0.0,0.0,0.0,escaped,two_core_entries,escaped,two_core_entries,[],[],0,[],0,[],zero_threshold_velocity_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,velocity_resolved_capture,nonmonotone finite-speed capture retained as a direct boolean mask,True
6,18,True,2,"[0.0,0.25]",0.2,2.5e-06,1.25,1.5,two_core_entries,escaped,0.0,1.25,1.25,two_core_entries,two_core_entries,two_core_entries,two_core_entries,[],[],0,[],0,[],zero_threshold_grid_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,grid_resolved_capture,dual-timestep direct grid recovered a contiguous zero-origin capture boundary,False
6,19,True,2,"[0.0,0.25]",0.2,2.5e-06,0.75,1.0,two_core_entries,escaped,0.0,0.75,0.75,bounded_core_residence,two_core_entries,bounded_core_residence,two_core_entries,[],[],0,[],0,[],zero_threshold_grid_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,grid_resolved_capture,dual-timestep direct grid recovered a contiguous zero-origin capture boundary,False
6,20,True,2,"[0.0,0.25]",0.2,2.5e-06,0.25,0.5,two_core_entries,escaped,0.0,0.25,0.25,bounded_core_residence,two_core_entries,bounded_core_residence,two_core_entries,[],[],0,[],0,[],zero_threshold_grid_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,grid_resolved_capture,dual-timestep direct grid recovered a contiguous zero-origin capture boundary,False
6,21,True,2,"[0.0,0.25]",0.2,2.5e-06,0.0,1.25,escaped,escaped,0.0,0.0,0.0,escaped,two_core_entries,escaped,two_core_entries,[],[],0,[],0,[],zero_threshold_velocity_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,velocity_resolved_capture,nonmonotone finite-speed capture retained as a direct boolean mask,True
6,22,True,2,"[0.0,0.25]",0.2,2.5e-06,0.0,0.25,escaped,escaped,0.0,0.0,0.0,escaped,escaped,escaped,escaped,[],[],0,[],0,[],zero_threshold_confirmed_zero_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,confirmed_zero_capture,dual-timestep direct velocity scan contains no capture,False
6,23,True,2,"[0.0,0.25]",0.2,2.5e-06,0.0,0.5,escaped,escaped,0.0,0.0,0.0,escaped,two_core_entries,escaped,two_core_entries,[],[],0,[],0,[],zero_threshold_velocity_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,velocity_resolved_capture,nonmonotone finite-speed capture retained as a direct boolean mask,True
6,24,True,2,"[0.0,0.25]",0.2,2.5e-06,0.0,0.75,escaped,escaped,0.0,0.0,0.0,escaped,bounded_core_residence,escaped,bounded_core_residence,[],[],0,[],0,[],zero_threshold_velocity_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,velocity_resolved_capture,nonmonotone finite-speed capture retained as a direct boolean mask,True
7,0,True,2,"[0.0,0.25]",0.2,2.5e-06,0.0,0.75,escaped,escaped,0.0,0.0,0.0,escaped,bounded_core_residence,escaped,bounded_core_residence,[],[],0,[],0,[],zero_threshold_velocity_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,velocity_resolved_capture,nonmonotone finite-speed capture retained as a direct boolean mask,True
7,1,True,2,"[0.0,0.25]",0.2,2.5e-06,0.75,1.0,bounded_core_residence,escaped,0.0,0.75,0.75,two_core_entries,two_core_entries,two_core_entries,two_core_entries,[],[],0,[],0,[],zero_threshold_grid_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,grid_resolved_capture,dual-timestep direct grid recovered a contiguous zero-origin capture boundary,False
7,2,True,2,"[0.0,0.25]",0.2,2.5e-06,1.25,1.5,two_core_entries,escaped,0.0,1.25,1.25,two_core_entries,bounded_core_residence,two_core_entries,bounded_core_residence,[],[],0,[],0,[],zero_threshold_grid_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,grid_resolved_capture,dual-timestep direct grid recovered a contiguous zero-origin capture boundary,False
7,3,True,2,"[0.0,0.25]",0.2,2.5e-06,0.0,0.25,escaped,escaped,0.0,0.0,0.0,escaped,escaped,escaped,escaped,[],[],0,[],0,[],zero_threshold_velocity_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,velocity_resolved_capture,nonmonotone finite-speed capture retained as a direct boolean mask,True
7,4,True,2,"[0.0,0.25]",0.2,2.5e-06,0.0,1.5,escaped,escaped,0.0,0.0,0.0,escaped,two_core_entries,escaped,two_core_entries,[],[],0,[],0,[],zero_threshold_velocity_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,velocity_resolved_capture,nonmonotone finite-speed capture retained as a direct boolean mask,True
7,5,True,2,"[0.0,0.25]",0.2,2.5e-06,1.25,1.5,two_core_entries,escaped,0.0,1.25,1.25,bounded_core_residence,bounded_core_residence,bounded_core_residence,bounded_core_residence,[],[],0,[],0,[],zero_threshold_grid_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,grid_resolved_capture,dual-timestep direct grid recovered a contiguous zero-origin capture boundary,False
7,7,True,2,"[0.0,0.25]",0.2,2.5e-06,0.0,0.25,escaped,escaped,0.0,0.0,0.0,escaped,escaped,escaped,escaped,[],[],0,[],0,[],zero_threshold_velocity_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,velocity_resolved_capture,nonmonotone finite-speed capture retained as a direct boolean mask,True
7,8,True,1,[0.0],0.2,2.5e-06,1.25,1.5,two_core_entries,escaped,0.0,1.25,1.25,two_core_entries,two_core_entries,two_core_entries,two_core_entries,[],[],0,[],0,[],zero_threshold_grid_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,grid_resolved_capture,dual-timestep direct grid recovered a contiguous zero-origin capture boundary,False
7,9,True,2,"[0.0,0.25]",0.2,2.5e-06,0.0,0.25,escaped,escaped,0.0,0.0,0.0,escaped,escaped,escaped,escaped,[],[],0,[],0,[],zero_threshold_velocity_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,velocity_resolved_capture,nonmonotone finite-speed capture retained as a direct boolean mask,True
7,12,True,2,"[0.0,0.25]",0.2,2.5e-06,1.25,1.5,two_core_entries,escaped,0.0,1.25,1.25,two_core_entries,bounded_core_residence,two_core_entries,bounded_core_residence,[],[],0,[],0,[],zero_threshold_grid_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,grid_resolved_capture,dual-timestep direct grid recovered a contiguous zero-origin capture boundary,False
7,14,True,2,"[0.0,0.25]",0.2,2.5e-06,0.5,0.75,two_core_entries,escaped,0.0,0.5,0.5,two_core_entries,two_core_entries,two_core_entries,two_core_entries,[],[],0,[],0,[],zero_threshold_grid_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,grid_resolved_capture,dual-timestep direct grid recovered a contiguous zero-origin capture boundary,False
7,18,True,2,"[0.0,0.25]",0.2,2.5e-06,0.0,0.75,escaped,escaped,0.0,0.0,0.0,escaped,two_core_entries,escaped,two_core_entries,[],[],0,[],0,[],zero_threshold_velocity_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,velocity_resolved_capture,nonmonotone finite-speed capture retained as a direct boolean mask,True
7,21,True,2,"[0.0,0.25]",0.2,2.5e-06,0.0,1.0,escaped,escaped,0.0,0.0,0.0,escaped,two_core_entries,escaped,two_core_entries,[],[],0,[],0,[],zero_threshold_velocity_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,velocity_resolved_capture,nonmonotone finite-speed capture retained as a direct boolean mask,True
7,23,True,2,"[0.0,0.25]",0.2,2.5e-06,0.0,1.0,escaped,escaped,0.0,0.0,0.0,escaped,two_core_entries,escaped,two_core_entries,[],[],0,[],0,[],zero_threshold_velocity_resolved_capture,base-search timeout evidence was superseded by the complete 200 ms dual-timestep zero-threshold audit,velocity_resolved_capture,nonmonotone finite-speed capture retained as a direct boolean mask,True
